日期,净值,今年以来,总资产,资产变动,总份数,增加份额,备注
2020-02-06,1.3156,-4.00%,"¥19,688,606.74",¥0.00,"14,965,258.5581",0.0000,
2020-02-07,1.3119,-4.27%,"¥19,633,327.70",¥0.00,"14,965,258.5581",0.0000,
2020-02-10,1.3074,-4.60%,"¥19,565,037.29",¥0.00,"14,965,258.5581",0.0000,
2020-02-11,1.3335,-2.70%,"¥19,955,475.22",¥0.00,"14,965,258.5581",0.0000,
2020-02-12,1.3361,-2.50%,"¥19,995,764.18",¥0.00,"14,965,258.5581",0.0000,
2020-02-13,1.3254,-3.29%,"¥19,834,333.96",¥0.00,"14,965,258.5581",0.0000,
2020-02-14,1.3259,-3.25%,"¥19,842,438.26",¥0.00,"14,965,258.5581",0.0000,
2020-02-17,1.3378,-2.38%,"¥20,021,169.56",¥0.00,"14,965,258.5581",0.0000,
2020-02-18,1.3260,-3.24%,"¥19,844,013.87",¥0.00,"14,965,258.5581",0.0000,
2020-02-19,1.3289,-3.03%,"¥19,886,661.93",¥0.00,"14,965,258.5581",0.0000,
2020-02-20,1.3551,-1.12%,"¥20,278,705.60",¥0.00,"14,965,258.5581",0.0000,
2020-02-21,1.3459,-1.79%,"¥20,141,210.05",¥0.00,"14,965,258.5581",0.0000,
2020-02-24,1.3194,-3.72%,"¥19,745,844.01",¥0.00,"14,965,258.5581",0.0000,
2020-02-25,1.3065,-4.66%,"¥19,552,017.87",¥0.00,"14,965,258.5581",0.0000,
2020-02-26,1.3020,-4.99%,"¥19,484,930.57",¥0.00,"14,965,258.5581",0.0000,
2020-02-27,1.3076,-4.58%,"¥19,568,861.38",¥0.00,"14,965,258.5581",0.0000,
2020-02-28,1.2720,-7.18%,"¥19,035,978.69",¥0.00,"14,965,258.5581",0.0000,
2020-03-02,1.2954,-5.47%,"¥19,386,680.01",¥0.00,"14,965,258.5581",0.0000,
2020-03-03,1.3032,-4.91%,"¥19,502,596.97",¥0.00,"14,965,258.5581",0.0000,
2020-03-04,1.3057,-4.72%,"¥19,539,719.61",¥0.00,"14,965,258.5581",0.0000,
2020-03-05,1.3448,-1.87%,"¥20,124,997.22",¥0.00,"14,965,258.5581",0.0000,
2020-03-06,1.3212,-3.59%,"¥19,772,309.97",¥0.00,"14,965,258.5581",0.0000,
2020-03-09,1.2758,-6.91%,"¥19,092,331.40",¥0.00,"14,965,258.5581",0.0000,
2020-03-10,1.3049,-4.78%,"¥19,528,711.36",¥0.00,"14,965,258.5581",0.0000,
2020-03-11,1.2951,-5.50%,"¥19,381,348.10",¥0.00,"14,965,258.5581",0.0000,
2020-03-12,1.2701,-7.32%,"¥19,007,622.60",¥0.00,"14,965,258.5581",0.0000,
2020-03-13,1.2466,-9.04%,"¥18,674,591.47","¥20,000.00","14,981,005.1445","15,746.5864",Lina入金
2020-03-16,1.1941,-12.87%,"¥17,888,270.21",¥0.00,"14,981,005.1445",0.0000,
2020-03-17,1.1757,-14.21%,"¥17,613,268.74",¥0.00,"14,981,005.1445",0.0000,
2020-03-18,1.1471,-16.29%,"¥17,185,371.80",¥0.00,"14,981,005.1445",0.0000,
2020-03-19,1.1263,-17.81%,"¥16,873,295.51",¥0.00,"14,981,005.1445",0.0000,
2020-03-20,1.1621,-15.20%,"¥17,409,443.71",¥0.00,"14,981,005.1445",0.0000,
2020-03-23,1.1265,-17.80%,"¥16,875,437.85",¥0.00,"14,981,005.1445",0.0000,
2020-03-24,1.1653,-14.97%,"¥17,456,796.88",¥0.00,"14,981,005.1445",0.0000,
2020-03-25,1.1999,-12.44%,"¥17,976,277.98",¥0.00,"14,981,005.1445",0.0000,
2020-03-26,1.1857,-13.48%,"¥17,763,147.07",¥0.00,"14,981,005.1445",0.0000,
2020-03-27,1.1982,-12.57%,"¥17,949,791.39",¥0.00,"14,981,005.1445",0.0000,
2020-03-30,1.1826,-13.70%,"¥17,717,081.06",¥0.00,"14,981,005.1445",0.0000,
2020-03-31,1.2070,-11.93%,"¥18,081,675.11",¥0.00,"14,981,005.1445",0.0000,
2020-04-01,1.1981,-12.57%,"¥17,948,780.00",¥0.00,"14,981,005.1445",0.0000,
2020-04-02,1.2212,-10.89%,"¥18,295,071.36",¥0.00,"14,981,005.1445",0.0000,
2020-04-03,1.2141,-11.41%,"¥18,187,722.84",¥0.00,"14,981,005.1445",0.0000,
2020-04-06,1.2175,-11.16%,"¥18,239,594.92",¥0.00,"14,981,005.1445",0.0000,
2020-04-07,1.2394,-9.56%,"¥18,566,793.81",¥0.00,"14,981,005.1445",0.0000,
2020-04-08,1.2280,-10.40%,"¥18,396,185.87",¥0.00,"14,981,005.1445",0.0000,
2020-04-09,1.2315,-10.14%,"¥18,448,704.31",¥0.00,"14,981,005.1445",0.0000,
2020-04-10,1.2404,-9.49%,"¥18,581,947.51",¥0.00,"14,981,005.1445",0.0000,
2020-04-13,1.2425,-9.34%,"¥18,613,359.26",¥0.00,"14,981,005.1445",0.0000,
2020-04-14,1.2633,-7.81%,"¥18,926,095.38",¥0.00,"14,981,005.1445",0.0000,
2020-04-15,1.2608,-8.00%,"¥18,887,654.33",¥0.00,"14,981,005.1445",0.0000,
2020-04-16,1.2639,-7.77%,"¥18,934,439.90",¥0.00,"14,981,005.1445",0.0000,
2020-04-17,1.2816,-6.48%,"¥19,199,415.61",¥0.00,"14,981,005.1445",0.0000,
2020-04-20,1.2845,-6.27%,"¥19,242,388.15",¥0.00,"14,981,005.1445",0.0000,
2020-04-21,1.2630,-7.84%,"¥18,921,016.07",¥0.00,"14,981,005.1445",0.0000,
2020-04-22,1.2840,-6.31%,"¥19,235,546.12",¥0.00,"14,981,005.1445",0.0000,
2020-04-23,1.2878,-6.03%,"¥19,292,375.67",¥0.00,"14,981,005.1445",0.0000,
2020-04-24,1.2821,-6.45%,"¥19,206,737.41",¥0.00,"14,981,005.1445",0.0000,
2020-04-27,1.3043,-4.82%,"¥19,540,285.01",¥0.00,"14,981,005.1445",0.0000,
2020-04-28,1.3173,-3.88%,"¥19,734,485.61",¥0.00,"14,981,005.1445",0.0000,
2020-04-29,1.3356,-2.54%,"¥20,008,222.22",¥0.00,"14,981,005.1445",0.0000,
2020-04-30,1.3378,-2.38%,"¥20,041,342.64",¥0.00,"14,981,005.1445",0.0000,
2020-05-06,1.3553,-1.10%,"¥20,303,795.16",¥0.00,"14,981,005.1445",0.0000,
2020-05-07,1.3486,-1.59%,"¥20,204,081.31",¥0.00,"14,981,005.1445",0.0000,
2020-05-08,1.3607,-0.71%,"¥20,385,155.97",¥0.00,"14,981,005.1445",0.0000,
2020-05-11,1.3712,0.06%,"¥20,542,070.68",¥0.00,"14,981,005.1445",0.0000,
2020-05-12,1.3714,0.07%,"¥20,544,481.92",¥0.00,"14,981,005.1445",0.0000,
2020-05-13,1.3734,0.22%,"¥20,217,657.65","-¥356,792.00","14,720,832.9577","-260,172.1868",
2020-05-14,1.3603,-0.74%,"¥20,024,976.67",¥0.00,"14,720,832.9577",0.0000,
2020-05-15,1.3500,-1.49%,"¥19,872,668.69",¥0.00,"14,720,832.9577",0.0000,
2020-05-18,1.3694,-0.07%,"¥20,158,834.67",¥0.00,"14,720,832.9577",0.0000,
2020-05-19,1.3855,1.10%,"¥20,395,808.66",¥0.00,"14,720,832.9577",0.0000,
2020-05-20,1.3865,1.17%,"¥20,601,351.16","¥191,006.49","14,858,693.3721","137,860.4144",期权到账，入金
2020-05-21,1.3862,1.15%,"¥20,597,531.39",¥0.00,"14,858,693.3721",0.0000,
2020-05-22,1.3535,-1.24%,"¥20,110,939.62",¥0.00,"14,858,693.3721",0.0000,
2020-05-25,1.3692,-0.09%,"¥20,344,083.30",¥0.00,"14,858,693.3721",0.0000,
2020-05-26,1.3877,1.26%,"¥20,618,969.58",¥0.00,"14,858,693.3721",0.0000,
2020-05-27,1.3762,0.42%,"¥20,448,094.99",¥0.00,"14,858,693.3721",0.0000,
2020-05-28,1.3788,0.61%,"¥20,487,253.10",¥0.00,"14,858,693.3721",0.0000,
2020-05-29,1.3879,1.28%,"¥20,622,620.77",¥0.00,"14,858,693.3721",0.0000,
2020-06-01,1.4292,4.29%,"¥21,236,293.41",¥0.00,"14,858,693.3721",0.0000,
2020-06-02,1.4225,3.80%,"¥21,136,392.46",¥0.00,"14,858,693.3721",0.0000,
2020-06-03,1.4258,4.04%,"¥21,185,652.38",¥0.00,"14,858,693.3721",0.0000,
2020-06-04,1.4383,4.95%,"¥21,371,160.20",¥0.00,"14,858,693.3721",0.0000,
2020-06-05,1.4545,6.13%,"¥21,611,358.88",¥0.00,"14,858,693.3721",0.0000,
2020-06-08,1.4587,6.44%,"¥21,674,475.90",¥0.00,"14,858,693.3721",0.0000,
2020-06-09,1.4632,6.77%,"¥21,741,381.29",¥0.00,"14,858,693.3721",0.0000,
2020-06-10,1.4645,6.87%,"¥21,761,154.89",¥0.00,"14,858,693.3721",0.0000,
2020-06-11,1.4432,5.31%,"¥21,443,678.63",¥0.00,"14,858,693.3721",0.0000,
2020-06-12,1.4487,5.71%,"¥21,525,246.75",¥0.00,"14,858,693.3721",0.0000,
2020-06-15,1.4110,2.96%,"¥20,965,759.28",¥0.00,"14,858,693.3721",0.0000,
2020-06-16,1.4378,4.92%,"¥21,363,974.06",¥0.00,"14,858,693.3721",0.0000,
2020-06-17,1.4388,4.99%,"¥21,378,725.01",¥0.00,"14,858,693.3721",0.0000,
2020-06-18,1.4469,5.58%,"¥21,499,591.41",¥0.00,"14,858,693.3721",0.0000,
2020-06-19,1.4604,6.57%,"¥21,700,310.47",¥0.00,"14,858,693.3721",0.0000,
2020-06-22,1.4577,6.37%,"¥21,659,168.51",¥0.00,"14,858,693.3721",0.0000,
2020-06-23,1.4835,8.25%,"¥22,042,980.92",¥0.00,"14,858,693.3721",0.0000,
2020-06-24,1.4896,8.70%,"¥22,133,481.01",¥0.00,"14,858,693.3721",0.0000,
2020-06-29,1.4769,7.77%,"¥21,944,971.14",¥0.00,"14,858,693.3721",0.0000,
2020-06-30,1.4890,8.66%,"¥22,125,113.75",¥0.00,"14,858,693.3721",0.0000,
2020-07-01,1.5243,11.23%,"¥22,648,887.39",¥0.00,"14,858,693.3721",0.0000,
2020-07-02,1.5720,14.71%,"¥23,358,168.96",¥0.00,"14,858,693.3721",0.0000,
2020-07-03,1.5799,15.29%,"¥23,475,911.61",¥0.00,"14,858,693.3721",0.0000,
2020-07-06,1.6480,20.26%,"¥24,487,625.04",¥0.00,"14,858,693.3721",0.0000,
2020-07-07,1.6718,21.99%,"¥24,841,320.97",¥0.00,"14,858,693.3721",0.0000,
2020-07-08,1.6703,21.88%,"¥24,818,069.93",¥0.00,"14,858,693.3721",0.0000,
2020-07-09,1.6944,23.64%,"¥25,177,015.97",¥0.00,"14,858,693.3721",0.0000,
2020-07-10,1.6829,22.80%,"¥25,005,033.73",¥0.00,"14,858,693.3721",0.0000,
2020-07-13,1.7118,24.91%,"¥25,435,132.53",¥0.00,"14,858,693.3721",0.0000,
2020-07-14,1.6879,23.17%,"¥25,079,917.61",¥0.00,"14,858,693.3721",0.0000,
2020-07-15,1.6888,23.23%,"¥25,092,936.35",¥0.00,"14,858,693.3721",0.0000,
2020-07-16,1.6074,17.29%,"¥23,883,171.42",¥0.00,"14,858,693.3721",0.0000,
2020-07-17,1.6262,18.66%,"¥24,162,621.13",¥0.00,"14,858,693.3721",0.0000,
2020-07-20,1.6412,19.76%,"¥24,385,897.15",¥0.00,"14,858,693.3721",0.0000,
2020-07-21,1.6759,22.29%,"¥24,902,303.55",¥0.00,"14,858,693.3721",0.0000,
2020-07-22,1.6810,22.66%,"¥24,977,831.12",¥0.00,"14,858,693.3721",0.0000,
2020-07-23,1.6801,22.60%,"¥24,963,931.62",¥0.00,"14,858,693.3721",0.0000,
2020-07-24,1.6177,18.04%,"¥24,036,241.56",¥0.00,"14,858,693.3721",0.0000,
2020-07-27,1.6345,19.27%,"¥24,286,123.22",¥0.00,"14,858,693.3721",0.0000,
2020-07-28,1.6604,21.16%,"¥24,670,880.41",¥0.00,"14,858,693.3721",0.0000,
2020-07-29,1.6754,22.25%,"¥24,894,382.55",¥0.00,"14,858,693.3721",0.0000,
2020-07-30,1.6679,21.71%,"¥24,783,321.20",¥0.00,"14,858,693.3721",0.0000,
2020-07-31,1.6670,21.64%,"¥24,769,371.07",¥0.00,"14,858,693.3721",0.0000,
2020-08-03,1.6709,21.92%,"¥24,827,091.07",¥0.00,"14,858,693.3721",0.0000,
2020-08-04,1.6823,22.76%,"¥24,997,383.44",¥0.00,"14,858,693.3721",0.0000,
2020-08-05,1.6839,22.88%,"¥25,020,733.85",¥0.00,"14,858,693.3721",0.0000,
2020-08-06,1.6680,21.72%,"¥24,784,972.87",¥0.00,"14,858,693.3721",0.0000,
2020-08-07,1.6625,21.31%,"¥25,499,180.87","¥800,000.00","15,338,296.6689","479,603.2968",梦云入金
2020-08-10,1.6636,21.39%,"¥25,516,207.78",¥0.00,"15,338,296.6689",0.0000,
2020-08-11,1.6671,21.65%,"¥25,569,907.51",¥0.00,"15,338,296.6689",0.0000,
2020-08-12,1.6565,20.87%,"¥25,407,525.65",¥0.00,"15,338,296.6689",0.0000,
2020-08-13,1.6587,21.04%,"¥25,642,087.27","¥200,000.00","15,459,034.8854","120,738.2165",梦云入金
2020-08-14,1.6759,22.29%,"¥25,907,876.89",¥0.00,"15,459,034.8854",0.0000,
2020-08-17,1.7049,24.41%,"¥26,356,054.13",¥0.00,"15,459,034.8854",0.0000,
2020-08-18,1.7016,24.16%,"¥26,304,720.68",¥0.00,"15,459,034.8854",0.0000,
2020-08-19,1.6872,23.11%,"¥26,082,228.60",¥0.00,"15,459,034.8854",0.0000,
2020-08-20,1.6675,21.67%,"¥25,777,292.44",¥0.00,"15,459,034.8854",0.0000,
2020-08-21,1.6924,23.49%,"¥26,162,250.98",¥0.00,"15,459,034.8854",0.0000,
2020-08-24,1.7214,25.61%,"¥26,610,661.05",¥0.00,"15,459,034.8854",0.0000,
2020-08-25,1.7365,26.72%,"¥26,845,298.60",¥0.00,"15,459,034.8854",0.0000,
2020-08-26,1.7288,26.15%,"¥26,724,944.87",¥0.00,"15,459,034.8854",0.0000,
2020-08-27,1.7233,25.75%,"¥26,641,229.11",¥0.00,"15,459,034.8854",0.0000,
2020-08-28,1.7581,28.29%,"¥27,178,666.81",¥0.00,"15,459,034.8854",0.0000,
2020-08-31,1.7596,28.40%,"¥27,201,104.82",¥0.00,"15,459,034.8854",0.0000,
2020-09-01,1.7606,28.47%,"¥27,217,911.86",¥0.00,"15,459,034.8854",0.0000,
2020-09-02,1.7650,28.79%,"¥27,285,752.47",¥0.00,"15,459,034.8854",0.0000,
2020-09-03,1.7703,29.18%,"¥27,366,700.53",¥0.00,"15,459,034.8854",0.0000,
2020-09-04,1.7461,27.41%,"¥26,992,846.18",¥0.00,"15,459,034.8854",0.0000,
2020-09-07,1.7249,25.87%,"¥26,666,054.46",¥0.00,"15,459,034.8854",0.0000,
2020-09-08,1.7156,25.19%,"¥26,521,895.68",¥0.00,"15,459,034.8854",0.0000,
2020-09-09,1.6873,23.12%,"¥26,084,443.28",¥0.00,"15,459,034.8854",0.0000,
2020-09-10,1.6925,23.50%,"¥26,163,695.42",¥0.00,"15,459,034.8854",0.0000,
2020-09-11,1.7108,24.84%,"¥26,447,283.12",¥0.00,"15,459,034.8854",0.0000,
2020-09-14,1.7233,25.75%,"¥26,640,638.57",¥0.00,"15,459,034.8854",0.0000,
2020-09-15,1.7343,26.56%,"¥26,810,491.16",-¥879.90,"15,458,524.2969",-510.5885,
2020-09-16,1.7214,25.61%,"¥26,609,703.22",¥0.00,"15,458,524.2969",0.0000,
2020-09-17,1.6978,23.89%,"¥26,246,247.03",¥0.00,"15,458,524.2969",0.0000,
2020-09-18,1.7234,25.75%,"¥26,640,688.27",¥0.00,"15,458,524.2969",0.0000,
2020-09-21,1.7041,24.35%,"¥26,342,441.97",¥0.00,"15,458,524.2969",0.0000,
2020-09-22,1.6961,23.77%,"¥26,219,716.79",¥0.00,"15,458,524.2969",0.0000,
2020-09-23,1.6947,23.66%,"¥26,197,196.14",¥0.00,"15,458,524.2969",0.0000,
2020-09-24,1.6644,21.45%,"¥25,728,981.80",¥0.00,"15,458,524.2969",0.0000,
2020-09-25,1.6692,21.80%,"¥25,803,137.35",¥0.00,"15,458,524.2969",0.0000,
2020-09-28,1.6785,22.48%,"¥25,946,918.17",¥0.00,"15,458,524.2969",0.0000,
2020-09-29,1.6797,22.57%,"¥25,965,682.52",¥0.00,"15,458,524.2969",0.0000,
2020-09-30,1.6872,23.12%,"¥26,081,673.65",¥0.00,"15,458,524.2969",0.0000,
2020-10-08,1.6944,23.64%,"¥26,193,635.86",¥0.00,"15,458,524.2969",0.0000,
2020-10-09,1.7062,24.50%,"¥26,375,682.82",¥0.00,"15,458,524.2969",0.0000,
2020-10-12,1.7621,28.58%,"¥27,240,230.23",¥0.00,"15,458,524.2969",0.0000,
2020-10-13,1.7948,30.96%,"¥27,744,228.53",¥0.00,"15,458,524.2969",0.0000,
2020-10-14,1.8070,31.86%,"¥27,933,490.09",¥142.15,"15,458,603.5000",79.2031,入金-税款
2020-10-15,1.7970,31.13%,"¥27,778,798.73",¥9.00,"15,458,608.4806",4.9807,
2020-10-16,1.8003,31.37%,"¥27,830,348.36",¥0.00,"15,458,608.4806",0.0000,
2020-10-19,1.7948,30.97%,"¥27,745,038.44",¥0.00,"15,458,608.4806",0.0000,
2020-10-20,1.8147,32.42%,"¥28,053,461.51",¥0.00,"15,458,608.4806",0.0000,
2020-10-21,1.8248,33.16%,"¥28,209,411.77",¥0.00,"15,458,608.4806",0.0000,
2020-10-22,1.8368,34.03%,"¥28,394,379.83",¥0.00,"15,458,608.4806",0.0000,
2020-10-23,1.8229,33.02%,"¥28,179,441.26",¥0.00,"15,458,608.4806",0.0000,
2020-10-26,1.8269,33.31%,"¥28,241,782.01",¥0.00,"15,458,608.4806",0.0000,
2020-10-27,1.8210,32.88%,"¥28,150,102.41",¥0.00,"15,458,608.4806",0.0000,
2020-10-28,1.8490,34.92%,"¥28,583,604.46",¥0.00,"15,458,608.4806",0.0000,
2020-10-29,1.8474,34.80%,"¥28,557,511.08",¥0.00,"15,458,608.4806",0.0000,
2020-10-30,1.8276,33.36%,"¥28,252,099.85",¥0.00,"15,458,608.4806",0.0000,
2020-11-02,1.8509,35.06%,"¥28,612,873.21",¥0.00,"15,458,608.4806",0.0000,
2020-11-03,1.8644,36.04%,"¥28,820,860.75",¥0.00,"15,458,608.4806",0.0000,
2020-11-04,1.8801,37.19%,"¥29,064,166.90",¥0.00,"15,458,608.4806",0.0000,
2020-11-05,1.9146,39.71%,"¥29,596,881.66",¥0.00,"15,458,608.4806",0.0000,
2020-11-06,1.9140,39.66%,"¥29,587,281.75",¥0.00,"15,458,608.4806",0.0000,
2020-11-07,1.9140,39.66%,"¥29,587,177.35",¥0.00,"15,458,608.4806",0.0000,
2020-11-09,1.9351,41.21%,"¥29,914,539.18",¥0.00,"15,458,608.4806",0.0000,
2020-11-10,1.9295,40.80%,"¥25,013,932.51","-¥4,827,817.65","12,963,790.0771","-2,494,818.4035",汪渊取出所有收益
2020-11-11,1.9065,39.12%,"¥24,715,438.95",¥0.00,"12,963,790.0771",0.0000,
2020-11-12,1.9162,39.82%,"¥24,840,714.41",¥0.00,"12,963,790.0771",0.0000,
2020-11-13,1.8953,38.30%,"¥24,570,283.04",¥0.00,"12,963,790.0771",0.0000,
2020-11-16,1.9144,39.69%,"¥24,817,624.15",¥0.00,"12,963,790.0771",0.0000,
2020-11-17,1.9064,39.11%,"¥24,714,781.46",¥0.00,"12,963,790.0771",0.0000,
2020-11-18,1.9041,38.95%,"¥24,684,834.56",¥0.00,"12,963,790.0771",0.0000,
2020-11-19,1.9105,39.41%,"¥24,767,472.45",¥0.00,"12,963,790.0771",0.0000,
2020-11-20,1.9203,40.13%,"¥24,894,852.55",¥0.00,"12,963,790.0771",0.0000,
2020-11-23,1.9316,40.95%,"¥25,040,388.60",¥0.00,"12,963,790.0771",0.0000,
2020-11-24,1.9340,41.13%,"¥25,072,585.10",¥0.00,"12,963,790.0771",0.0000,
2020-11-25,1.9065,39.12%,"¥24,715,354.66",¥0.00,"12,963,790.0771",0.0000,
2020-11-26,1.9151,39.74%,"¥24,826,335.20",¥0.00,"12,963,790.0771",0.0000,
2020-11-27,1.9306,40.88%,"¥25,028,912.39",¥848.30,"12,964,233.0415",442.9644,入金测试
2020-11-30,1.9133,39.62%,"¥24,804,977.70",,"12,964,233.0415",0.0000,
2020-12-01,1.9368,41.33%,"¥25,108,008.47",-¥848.90,"12,963,789.3670",-443.6746,出金测试
2020-12-02,1.9453,41.95%,"¥25,218,536.73",¥0.00,"12,963,789.3670",0.0000,
2020-12-03,1.9503,42.32%,"¥25,283,921.45",¥0.00,"12,963,789.3670",0.0000,
2020-12-04,1.9834,44.73%,"¥25,711,840.76",¥0.00,"12,963,789.3670",0.0000,
2020-12-07,1.9712,43.84%,"¥25,554,183.64",¥0.00,"12,963,789.3670",0.0000,
2020-12-08,1.9742,44.06%,"¥25,593,318.68",¥0.00,"12,963,789.3670",0.0000,
2020-12-09,1.9572,42.82%,"¥25,372,451.77",¥0.00,"12,963,789.3670",0.0000,
2020-12-10,1.9665,43.49%,"¥25,492,726.77",¥0.00,"12,963,789.3670",0.0000,
2020-12-11,1.9458,41.98%,"¥25,224,773.22",¥0.00,"12,963,789.3670",0.0000,
2020-12-14,1.9507,42.34%,"¥25,288,082.30",¥0.00,"12,963,789.3670",0.0000,
2020-12-15,1.9482,42.16%,"¥25,570,822.87","¥314,812.00","13,125,175.9209","161,386.5540",
2020-12-16,1.9546,42.63%,"¥25,000,398.48","-¥652,476.18","12,790,268.2534","-334,907.6676",梦云入金
2020-12-17,1.9696,43.72%,"¥24,855,981.83","-¥333,287.41","12,619,757.5570","-170,510.6963",梦云入金
2020-12-18,1.9772,44.28%,"¥24,951,861.67",¥0.00,"12,619,757.5570",0.0000,
2020-12-19,1.9781,44.34%,"¥24,962,691.50",-¥128.91,"12,619,692.3596",-65.1975,
2020-12-21,1.9733,43.99%,"¥24,901,869.17",¥0.00,"12,619,692.3596",0.0000,
2020-12-22,1.9786,44.38%,"¥24,969,029.99",¥0.00,"12,619,692.3596",0.0000,
2020-12-23,1.9732,43.98%,"¥24,900,716.25",¥0.00,"12,619,692.3596",0.0000,
2020-12-24,1.9678,43.59%,"¥24,832,835.09",¥0.00,"12,619,692.3596",0.0000,
2020-12-25,1.9650,43.39%,"¥24,798,239.17",¥0.00,"12,619,692.3596",0.0000,
2020-12-28,1.9864,44.95%,"¥25,067,742.21",¥0.00,"12,619,692.3596",0.0000,
2020-12-29,1.9876,45.03%,"¥25,082,633.47",¥0.00,"12,619,692.3596",0.0000,
2020-12-30,2.0212,47.49%,"¥25,507,108.56",¥0.00,"12,619,692.3596",0.0000,
2020-12-31,2.0547,49.93%,"¥25,929,945.12",¥0.00,"12,619,692.3596",0.0000,
