index,日期,净值,总资产,总份数,增加资产,增加份额,5日涨跌幅,备注,今年以来,资产变动
1004,2022-03-23,1.7766,"¥19,910,051.77","11,206,816.9699",,0.0000,,,-14.32%,¥0.00
1005,2022-03-24,1.7174,"¥19,246,152.00","11,206,816.9699",,0.0000,,,-17.18%,¥0.00
1006,2022-03-25,1.6792,"¥18,818,076.69","11,206,816.9699",,0.0000,,,-19.02%,¥0.00
1007,2022-03-28,1.6967,"¥19,014,346.49","11,206,816.9699",,0.0000,,,-18.17%,¥0.00
1008,2022-03-29,1.7191,"¥19,265,679.55","11,206,816.9699",,0.0000,,,-17.09%,¥0.00
1009,2022-03-30,1.7543,"¥19,659,830.64","11,206,816.9699",,0.0000,,,-15.40%,¥0.00
1010,2022-03-31,1.7326,"¥19,417,102.10","11,206,816.9699",,0.0000,,,-16.44%,¥0.00
1011,2022-04-01,1.7603,"¥19,727,015.77","11,206,816.9699",,0.0000,,,-15.11%,¥0.00
1012,2022-04-06,1.7592,"¥19,714,620.00","11,206,816.9699",,0.0000,,,-15.16%,¥0.00
1013,2022-04-07,1.7392,"¥19,490,424.38","11,206,816.9699",,0.0000,,,-16.13%,¥0.00
1014,2022-04-08,1.7296,"¥19,383,486.00","11,206,816.9699",,0.0000,,,-16.59%,¥0.00
1015,2022-04-11,1.6634,"¥18,641,120.96","11,206,816.9699",,0.0000,,,-19.78%,¥0.00
1016,2022-04-12,1.7186,"¥19,259,614.53","11,206,816.9699",,0.0000,,,-17.12%,¥0.00
1017,2022-04-13,1.7287,"¥19,373,034.00","11,206,816.9699",,0.0000,,,-16.63%,¥0.00
1018,2022-04-14,1.7448,"¥19,553,332.70","11,206,816.9699",,0.0000,,,-15.86%,¥0.00
1019,2022-04-15,1.7411,"¥19,511,928.24","11,206,816.9699",,0.0000,,,-16.03%,¥0.00
1020,2022-04-18,1.7296,"¥19,383,158.96","11,206,816.9699",,0.0000,,,-16.59%,¥0.00
1021,2022-04-19,1.7014,"¥19,066,917.00","11,206,816.9699",,0.0000,,,-17.95%,¥0.00
1022,2022-04-20,1.7044,"¥19,100,731.91","11,206,816.9699",,0.0000,,,-17.80%,¥0.00
1023,2022-04-21,1.6648,"¥18,657,160.03","11,206,816.9699",,0.0000,,,-19.71%,¥0.00
1024,2022-04-22,1.668,"¥18,692,780.73","11,206,816.9699",,0.0000,,,-19.56%,¥0.00
1025,2022-04-25,1.6039,"¥17,974,686.55","11,206,816.9699",,0.0000,,,-22.65%,¥0.00
1026,2022-04-26,1.631,"¥18,278,000.70","11,206,816.9699",,0.0000,,,-21.34%,¥0.00
1027,2022-04-27,1.6523,"¥18,516,922.36","11,206,816.9699",,0.0000,,,-20.32%,¥0.00
1028,2022-04-28,1.6807,"¥18,835,230.00","11,206,816.9699",,0.0000,,,-18.95%,¥0.00
1029,2022-04-29,1.8091,"¥20,273,822.03","11,206,816.9699",,0.0000,,,-12.75%,¥0.00
1030,2022-05-05,1.7906,"¥20,066,749.26","11,206,816.9699",,0.0000,,,-13.65%,¥0.00
1031,2022-05-06,1.7134,"¥19,202,041.70","11,206,816.9699",,0.0000,,,-17.37%,¥0.00
1032,2022-05-10,1.7096,"¥19,159,204.98","11,206,816.9699",,0.0000,,,-17.55%,¥0.00
1033,2022-05-11,1.7327,"¥19,417,500.15","11,206,816.9699",,0.0000,,,-16.44%,¥0.00
1034,2022-05-12,1.7153,"¥19,223,526.92","11,206,816.9699",,0.0000,,,-17.27%,¥0.00
1035,2022-05-13,1.739,"¥19,488,870.87","11,206,816.9699",,0.0000,,,-16.13%,¥0.00
1036,2022-05-16,1.7232,"¥19,311,252.00","11,206,816.9699",,0.0000,,,-16.90%,¥0.00
1037,2022-05-17,1.7727,"¥19,866,854.00","11,206,816.9699",,0.0000,,,-14.51%,¥0.00
1038,2022-05-18,1.7624,"¥19,750,459.00","11,206,816.9699",,0.0000,,,-15.01%,¥0.00
1039,2022-05-19,1.7008,"¥19,060,907.00","11,206,816.9699",,0.0000,,,-17.97%,¥0.00
1040,2022-05-20,1.7486,"¥19,596,031.41","11,206,816.9699",,0.0000,,,-15.67%,¥0.00
1041,2022-05-23,1.7128,"¥19,195,046.00","11,206,816.9699",,0.0000,,,-17.40%,¥0.00
1042,2022-05-24,1.6762,"¥18,784,859.00","11,206,816.9699",,0.0000,,,-19.16%,¥0.00
1043,2022-05-25,1.6694,"¥18,709,110.00","11,206,816.9699",,0.0000,,,-19.49%,¥0.00
1044,2022-05-26,1.6754,"¥18,775,438.00","11,206,816.9699",,0.0000,,,-19.20%,¥0.00
1045,2022-05-27,1.699,"¥19,039,862.30","11,206,816.9699",,0.0000,,,-18.06%,¥0.00
1046,2022-05-30,1.7377,"¥19,474,195.00","11,206,816.9699",,0.0000,,,-16.20%,¥0.00
1047,2022-05-31,1.7869,"¥20,025,108.72","11,206,816.9699",,0.0000,,,-13.83%,¥0.00
1048,2022-06-01,1.7779,"¥19,925,033.00","11,206,816.9699",,0.0000,,,-14.26%,¥0.00
1049,2022-06-02,1.7717,"¥19,854,872.00","11,206,816.9699",,0.0000,,,-14.56%,¥0.00
1050,2022-06-06,1.7956,"¥20,122,697.00","11,206,816.9699",,0.0000,,,-13.41%,¥0.00
1051,2022-06-07,1.8081,"¥20,262,545.00","11,206,816.9699",,0.0000,,,-12.80%,¥0.00
1052,2022-06-08,1.8817,"¥21,087,660.00","11,206,816.9699",,0.0000,,,-9.25%,¥0.00
1053,2022-06-09,1.8764,"¥21,028,827.00","11,206,816.9699",,0.0000,,,-9.51%,¥0.00
1054,2022-06-10,1.8898,"¥21,178,799.83","11,206,816.9699",,0.0000,,,-8.86%,¥0.00
1055,2022-06-13,1.8222,"¥20,420,830.00","11,206,816.9699",,0.0000,,,-12.12%,¥0.00
1056,2022-06-14,1.8287,"¥20,493,586.00","11,206,816.9699",,0.0000,,,-11.81%,¥0.00
1057,2022-06-15,1.8514,"¥20,748,443.00","11,206,816.9699",,0.0000,,,-10.71%,¥0.00
1058,2022-06-16,1.8183,"¥20,377,368.00","11,206,816.9699",,0.0000,,,-12.31%,¥0.00
1059,2022-06-17,1.8395,"¥20,614,697.90","11,206,816.9699",,0.0000,,,-11.29%,¥0.00
1060,2022-06-20,1.8525,"¥20,760,795.00","11,206,816.9699",,0.0000,,,-10.66%,¥0.00
1061,2022-06-21,1.8768,"¥21,032,435.00","11,206,816.9699",,0.0000,,,-9.49%,¥0.00
1062,2022-06-23,1.8613,"¥20,859,400.00","11,206,816.9699",,0.0000,,,-10.23%,¥0.00
1063,2022-06-24,1.8984,"¥21,275,371.45","11,206,816.9699",,0.0000,,,-8.44%,¥0.00
1064,2022-06-27,1.8992,"¥21,283,750.07","11,206,816.9699",,0.0000,,,-8.41%,¥0.00
1065,2022-06-28,1.8884,"¥21,163,026.00","11,206,816.9699",,0.0000,,,-8.93%,¥0.00
1066,2022-06-29,1.8791,"¥21,058,456.00","11,206,816.9699",,0.0000,,,-9.38%,¥0.00
1067,2022-06-30,1.8746,"¥21,008,669.56","11,206,816.9699",,0.0000,,,-9.59%,¥0.00
1068,2022-07-01,1.8682,"¥20,936,767.00","11,206,816.9699",,0.0000,,,-9.90%,¥0.00
1069,2022-07-04,1.8516,"¥20,750,658.40","11,206,816.9699",,0.0000,,,-10.70%,¥0.00
1070,2022-07-05,1.8591,"¥20,834,988.00","11,206,816.9699",,0.0000,,,-10.34%,¥0.00
1071,2022-07-06,1.8382,"¥20,600,912.00","11,206,816.9699",,0.0000,,,-11.35%,¥0.00
1072,2022-07-07,1.8385,"¥20,604,105.00","11,206,816.9699",,0.0000,,,-11.33%,¥0.00
1073,2022-07-11,1.7996,"¥20,167,931.00","11,206,816.9699",,0.0000,,,-13.21%,¥0.00
1074,2022-07-12,1.7798,"¥19,945,831.00","11,206,816.9699",,0.0000,,,-14.17%,¥0.00
1075,2022-07-13,1.7757,"¥19,900,288.00","11,206,816.9699",,0.0000,,,-14.36%,¥0.00
1076,2022-07-14,1.7733,"¥19,872,978.00","11,206,816.9699",,0.0000,,,-14.48%,¥0.00
1077,2022-07-15,1.7482,"¥19,592,034.00","11,206,816.9699",,0.0000,,,-15.69%,¥0.00
1078,2022-07-18,1.7691,"¥19,826,473.00","11,206,816.9699",,0.0000,,,-14.68%,¥0.00
1079,2022-07-19,1.7684,"¥19,817,873.00","11,206,816.9699",,0.0000,,,-14.72%,¥0.00
1080,2022-07-20,1.7857,"¥20,011,912.00","11,206,816.9699",,0.0000,,,-13.88%,¥0.00
1081,2022-07-21,1.7634,"¥19,762,236.00","11,206,816.9699",,0.0000,,,-14.96%,¥0.00
1082,2022-07-22,1.7633,"¥19,760,520.00","11,206,816.9699",,0.0000,,,-14.96%,¥0.00
1083,2022-07-25,1.751,"¥19,623,023.00","11,206,816.9699",,0.0000,,,-15.56%,¥0.00
1084,2022-07-26,1.7629,"¥19,756,794.00","11,206,816.9699",,0.0000,,,-14.98%,¥0.00
1085,2022-07-27,1.7343,"¥19,436,325.00","11,206,816.9699",,0.0000,,,-16.36%,¥0.00
1086,2022-07-28,1.7311,"¥19,399,836.00","11,206,816.9699",,0.0000,,,-16.52%,¥0.00
1087,2022-07-29,1.6846,"¥18,879,047.00","11,206,816.9699",,0.0000,,,-18.76%,¥0.00
1088,2022-08-01,1.6748,"¥18,769,397.00","11,206,816.9699",,0.0000,,,-19.23%,¥0.00
1089,2022-08-02,1.6516,"¥18,508,647.00","11,206,816.9699",,0.0000,,,-20.35%,¥0.00
1090,2022-08-03,1.6658,"¥18,668,743.00","11,206,816.9699",,0.0000,,,-19.66%,¥0.00
1091,2022-08-04,1.7049,"¥19,105,974.00","11,206,816.9699",,0.0000,,,-17.78%,¥0.00
1092,2022-08-05,1.7023,"¥19,077,688.00","11,206,816.9699",,0.0000,,,-17.90%,¥0.00
1093,2022-08-08,1.6738,"¥18,758,028.00","11,206,816.9699",,0.0000,,,-19.28%,¥0.00
1094,2020-08-09,1.6704,"¥18,719,601.00","11,206,816.9699",,0.0000,,,-19.44%,¥0.00
